1,2
3,2
4,5
6,7
8,9
1,3
2,10
9,4
11,3
3,6
11,8
5,3
11,3
11,7
8,12
13,14
8,13
7,15
8,15
7,15
8,16
8,15
16,2
3,1
7,17
18,19
7,20
7,21
22,23
7,24
18,25
7,2
7,26
26,27
28,29
30,31
15,18
26,30
2,10
26,7
26,10
30,32
26,2
33,15
10,34
26,18
10,15
26,35
15,7
10,2
10,26
